date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:05:44	350667/350667	---M-Z	200	added ('OK')	text/html	etag:%22559cb-627f7759ea300-gzip%22	https://themesflat.co/html/modave/home-fashion-chicHaven.html	D:/orukkamcostumeshtml/themesflat.co/html/modave/home-fashion-chicHaven.html	(from )
02:05:45	992/992	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2020%20Dec%202024%2010:05:44%20GMT	https://themesflat.co/robots.txt		(from )
02:05:46	8920/8920	---M-Z	200	added ('OK')	text/css	etag:%2222d8-62351f8b1f800-gzip%22	https://themesflat.co/html/modave/fonts/fonts.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/fonts/fonts.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:46	3929/3929	---M-Z	200	added ('OK')	text/css	etag:%22f59-626c73b546d00-gzip%22	https://themesflat.co/html/modave/fonts/font-icons.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/fonts/font-icons.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:47	312671/312671	---M-Z	200	added ('OK')	text/css	etag:%224c55f-622c53fe2e500-gzip%22	https://themesflat.co/html/modave/css/bootstrap.min.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/bootstrap.min.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:47	16483/16483	---M-Z	200	added ('OK')	text/css	etag:%224063-622c53fe2e500-gzip%22	https://themesflat.co/html/modave/css/swiper-bundle.min.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/swiper-bundle.min.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:48	2196/2196	---M-Z	200	added ('OK')	text/css	etag:%22894-622c53fe2e500-gzip%22	https://themesflat.co/html/modave/css/drift-basic.min.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/drift-basic.min.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:48	7423/7423	---M-Z	200	added ('OK')	text/css	etag:%221cff-622c53fe2e500-gzip%22	https://themesflat.co/html/modave/css/photoswipe.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/photoswipe.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:48	57687/57687	---M-Z	200	added ('OK')	text/css	etag:%22e157-626c73b546d00-gzip%22	https://themesflat.co/html/modave/css/animate.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/animate.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
02:05:49	350449/350449	---M-Z	200	added ('OK')	text/css	etag:%22558f1-627f7759ea300-gzip%22	https://themesflat.co/html/modave/css/styles.css	D:/orukkamcostumeshtml/themesflat.co/html/modave/css/styles.css	(from https://themesflat.co/html/modave/home-fashion-chicHaven.html)
